OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT_0
2030,49.4591200000,-5.1293370000,7.9633070000,81097.6900000000,1.3041260000,399.1662000000,3.1672870000,765319.4000000000,0.0927072000,0.1967257000,1.3214330000,0.0276220000,6.1569260000,0.8342957000,0.9228487000,0.6500000000,4275149.0000000000,67723.9800000000,67724.3400000000,525026.8000000000,525029.2000000000,1028115.0000000000,1028121.0000000000,27264.1400000000,30.7957900000,0.0341637000,0.4738103000,-13402.8400000000,-13403.0700000000,-1.2315420000,-1.2315420000,170357.7000000000,631120.2000000000,0.5120000000,11073980.0000000000,8673309.0000000000,51.2201300000,34.3990500000,3.8124100000,346600.8000000000,-617781.4000000000,-3.6483000000,-3.4446550000,736288.0000000000,222538.3000000000,0.0125783000,0.1136837000,5.1732790000,1.6791480000,951394.8000000000,3.1974740000,4.6208330000,1983833.0000000000,1456922.0000000000,0.1199021000,2935226.0000000000,33714510.0000000000,20501370.0000000000,0.4665951000,58685.9200000000,0.2937676000,57256.7600000000,27417.0300000000,0.0000000000,0.8426074000,7.9578020000,1.4923150000,620.7150000000,16923230.0000000000,522.6444000000,11340250.0000000000,724430.5000000000,1583251.0000000000,1.4653980000,0.0358102000,0.0279885000,6.8870760000,7236373.0000000000,11.6198900000,9.6954290000,27.0468400000,13.7190600000,104163.5000000000,69648.0100000000,26.4445500000,318.0928000000,8255233.0000000000,1.0504290000,1.0059710000,14.8545100000,719176.1000000000,3657369.0000000000,1243.3680000000,5577401.0000000000,-231722.3000000000,0.6299320000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,318102.8000000000,0.0337064000,3.8751990000,0.0165770000,0.0547453000,2.4353120000,2.3994990000,8.2911610000,1871.7570000000,1.2389930000,1.2326710000,648.9255000000,17692370.0000000000,523.7517000000,11364150.0000000000,18.6642400000,1.5982660000,621.0876000000,16933410.0000000000,488.2987000000,10594880.0000000000,450.1897000000,9768023.0000000000,41074.9900000000,199.7504000000,111852.7000000000,677.5681000000,158.4821000000,1.5799500000,0.0000000000,41981.6900000000,33164.8900000000,205.3528000000,104.8472000000,12.8123000000,10.3056700000,84.6043900000,8548487.0000000000,5531537.0000000000,0.0952003000,113.9822000000,15.7976800000,42844.6400000000,33507.8000000000,146139.8000000000,112195.6000000000,115605.6000000000,2.0000000000,0.9908333000
2031,55.9926500000,-4.7236720000,8.3575170000,85784.3900000000,1.3301940000,414.8091000000,3.2827220000,835226.8000000000,0.0927072000,0.1967257000,1.3478510000,0.0282259000,6.3819850000,0.8269991000,0.9382295000,0.6500000000,4641029.0000000000,73607.7200000000,73608.1000000000,570640.0000000000,570642.6000000000,1124325.0000000000,1124331.0000000000,27574.3000000000,30.7957900000,0.0341637000,0.4911584000,-14086.5500000000,-14086.8300000000,-1.2315420000,-1.2315420000,179032.2000000000,660028.4000000000,0.5120000000,11702420.0000000000,9334367.0000000000,50.5274300000,34.3989900000,3.8124080000,372895.3000000000,-661055.5000000000,-3.5783300000,-3.3724220000,800255.3000000000,238445.9000000000,0.0125783000,0.0896090000,4.5115430000,1.7318260000,1014930.0000000000,3.1376000000,4.6208330000,2039321.0000000000,1583691.0000000000,0.1199021000,3054255.0000000000,35817100.0000000000,21242920.0000000000,0.4665951000,58908.2300000000,0.2951689000,57464.4200000000,27516.4500000000,0.0000000000,0.8426068000,7.9577790000,1.5398020000,654.3033000000,18041950.0000000000,540.0084000000,11717030.0000000000,778768.3000000000,1720792.0000000000,1.5192450000,0.0358102000,0.0279885000,7.1072920000,7626767.0000000000,11.9558800000,9.9299110000,26.8118000000,14.0798200000,104660.4000000000,69911.8600000000,27.1185500000,318.0900000000,9009300.0000000000,1.0888580000,1.0057970000,14.8545800000,759091.6000000000,3979976.0000000000,1312.3030000000,5886443.0000000000,-218330.3000000000,0.6299315000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,356097.2000000000,0.0346173000,3.9116320000,0.0169984000,0.0547453000,2.4509440000,2.4149020000,8.4237260000,1933.5010000000,1.2639830000,1.2573170000,687.4906000000,18957040.0000000000,543.9075000000,11801460.0000000000,19.4565200000,1.6484040000,669.9675000000,18473840.0000000000,516.5167000000,11207130.0000000000,474.4155000000,10293670.0000000000,41907.0300000000,204.2179000000,115169.6000000000,690.4058000000,161.1390000000,1.6227260000,0.0000000000,44268.5000000000,34271.7300000000,209.1107000000,108.1996000000,13.1625700000,10.5549100000,86.8292700000,8618349.0000000000,5568725.0000000000,0.0976263000,115.9381000000,15.8171500000,45127.2500000000,34586.4700000000,153354.8000000000,115483.8000000000,119266.3000000000,2.0000000000,0.9908333000
2032,62.7011800000,-4.3573070000,8.6887660000,90607.8600000000,1.3567820000,430.5010000000,3.3985740000,909667.0000000000,0.0927072000,0.1967257000,1.3747970000,0.0288228000,6.6077280000,0.8201208000,0.9536103000,0.6500000000,5025365.0000000000,79805.9000000000,79806.2600000000,618691.2000000000,618693.6000000000,1226018.0000000000,1226024.0000000000,27872.3000000000,30.7957900000,0.0341637000,0.5085510000,-14777.4600000000,-14777.7500000000,-1.2315420000,-1.2315420000,187926.3000000000,688795.5000000000,0.5120000000,12349210.0000000000,10036750.0000000000,49.9003500000,34.3989800000,3.8124010000,400299.9000000000,-702387.9000000000,-3.4921040000,-3.3038010000,867640.7000000000,255272.5000000000,0.0125783000,0.0707145000,3.9316860000,1.7851720000,1079388.0000000000,3.0807200000,4.6208330000,2104411.0000000000,1718093.0000000000,0.1199021000,3183799.0000000000,37968560.0000000000,22033280.0000000000,0.4665951000,59107.6400000000,0.2964584000,57649.8000000000,27605.2300000000,0.0000000000,0.8426062000,7.9577580000,1.5879120000,689.8086000000,19226530.0000000000,558.0280000000,12108070.0000000000,834863.3000000000,1865686.0000000000,1.5731940000,0.0358102000,0.0279885000,7.3242000000,8026764.0000000000,12.2932200000,10.1769700000,26.5726200000,14.4518200000,105117.6000000000,70148.5900000000,27.8039800000,318.0880000000,9812261.0000000000,1.1274080000,1.0056270000,14.8546800000,800774.5000000000,4322977.0000000000,1384.3270000000,6205151.0000000000,-206053.4000000000,0.6299307000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,397769.9000000000,0.0355386000,3.9487640000,0.0173282000,0.0547453000,2.4663830000,2.4301140000,8.5521700000,1997.7510000000,1.2894810000,1.2824550000,728.1370000000,20294820.0000000000,564.6738000000,12252060.0000000000,20.2643000000,1.6991780000,721.6351000000,20113620.0000000000,545.5585000000,11837290.0000000000,498.9908000000,10826910.0000000000,42745.2300000000,208.6364000000,118583.3000000000,703.3921000000,163.8904000000,1.6662660000,0.0000000000,46690.1500000000,35423.0000000000,212.9501000000,111.5019000000,13.5190300000,10.8175200000,89.1232700000,8687228.0000000000,5605149.0000000000,0.1000942000,117.9152000000,15.8365500000,47537.7000000000,35704.2600000000,160922.5000000000,118864.6000000000,123069.0000000000,2.0000000000,0.9908333000
2033,69.8463100000,-4.0236430000,8.9946020000,95609.2200000000,1.3838970000,446.2745000000,3.5150450000,989267.2000000000,0.0927072000,0.1967257000,1.4022810000,0.0294113000,6.8346300000,0.8136358000,0.9689911000,0.6500000000,5433952.0000000000,86394.7000000000,86395.1700000000,669770.5000000000,669773.8000000000,1334399.0000000000,1334406.0000000000,28158.4600000000,30.7957900000,0.0341637000,0.5260308000,-15476.1900000000,-15476.5400000000,-1.2315420000,-1.2315420000,197079.9000000000,718521.4000000000,0.5120000000,13019640.0000000000,10783000.0000000000,49.3138600000,34.3989600000,3.8123950000,429322.4000000000,-746225.0000000000,-3.4127130000,-3.2386110000,939274.4000000000,273073.5000000000,0.0125783000,0.0558057000,3.4219230000,1.8391960000,1145813.0000000000,3.0266840000,4.6208330000,2175938.0000000000,1860824.0000000000,0.1199021000,3321751.0000000000,40173610.0000000000,22872150.0000000000,0.4665951000,59286.4400000000,0.2976469000,57815.1500000000,27684.3600000000,0.0000000000,0.8426056000,7.9577300000,1.6366430000,727.1093000000,20474270.0000000000,576.5453000000,12509880.0000000000,894356.4000000000,2019710.0000000000,1.6273970000,0.0358103000,0.0279885000,7.5415570000,8438229.0000000000,12.6343700000,10.4322500000,26.3293500000,14.8330200000,105539.1000000000,70360.8500000000,28.5008500000,318.0852000000,10670890.0000000000,1.1661580000,1.0054620000,14.8547300000,844275.3000000000,4687726.0000000000,1459.5430000000,6532784.0000000000,-194679.5000000000,0.6299305000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,442224.4000000000,0.0363812000,3.9864530000,0.0175847000,0.0547453000,2.4816780000,2.4451820000,8.6765390000,2064.0900000000,1.3154910000,1.3080950000,770.9964000000,21710040.0000000000,586.0892000000,12716700.0000000000,21.0916200000,1.7505960000,776.5361000000,21866030.0000000000,575.6704000000,12490650.0000000000,524.3190000000,11376430.0000000000,43587.9600000000,212.9966000000,122107.9000000000,716.4966000000,166.7311000000,1.7105790000,0.0000000000,49237.8100000000,36608.3100000000,216.8616000000,114.8109000000,13.8818000000,11.0888600000,91.4740100000,8755084.0000000000,5640786.0000000000,0.1026030000,119.9068000000,15.8558700000,50071.2200000000,36853.8800000000,168878.1000000000,122353.7000000000,126980.0000000000,2.0000000000,0.9908333000
2034,77.4715300000,-3.7188540000,9.2788860000,100802.0000000000,1.4115600000,462.1627000000,3.6323910000,1074406.0000000000,0.0927072000,0.1967257000,1.4303100000,0.0299911000,7.0631750000,0.8075191000,0.9843719000,0.6500000000,5868310.0000000000,93399.5100000000,93399.9900000000,724074.7000000000,724078.1000000000,1449931.0000000000,1449938.0000000000,28433.1000000000,30.7957900000,0.0341637000,0.5436324000,-16183.4900000000,-16183.8900000000,-1.2315420000,-1.2315420000,206497.1000000000,749229.1000000000,0.5120000000,13715550.0000000000,11575360.0000000000,48.7601300000,34.3989500000,3.8123920000,460057.2000000000,-792377.1000000000,-3.3378140000,-3.1766800000,1015430.0000000000,291895.7000000000,0.0125783000,0.0440230000,2.9737980000,1.8939120000,1214355.0000000000,2.9753500000,4.6208330000,2253884.0000000000,2012509.0000000000,0.1199021000,3468239.0000000000,42437010.0000000000,23759400.0000000000,0.4665951000,59447.8700000000,0.2987505000,57963.5500000000,27755.4600000000,0.0000000000,0.8426050000,7.9577060000,1.6860150000,766.2753000000,21787560.0000000000,595.5604000000,12922540.0000000000,957395.0000000000,2183456.0000000000,1.6819570000,0.0358103000,0.0279885000,7.7593690000,8862410.0000000000,12.9794100000,10.6961000000,26.0820300000,15.2235700000,105930.4000000000,70552.4800000000,29.2088600000,318.0828000000,11589240.0000000000,1.2051900000,1.0053050000,14.8548100000,889603.8000000000,5075935.0000000000,1537.9920000000,6871866.0000000000,-184105.1000000000,0.6299302000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,489844.1000000000,0.0371604000,4.0245640000,0.0177818000,0.0547453000,2.4968550000,2.4601370000,8.7969890000,2132.5110000000,1.3420250000,1.3342480000,816.1783000000,23206430.0000000000,608.1687000000,13195760.0000000000,21.9403300000,1.8026740000,834.9228000000,23739410.0000000000,606.9359000000,13169020.0000000000,550.4517000000,11943460.0000000000,44434.6700000000,217.3013000000,125744.9000000000,729.7065000000,169.6567000000,1.7556940000,0.0000000000,51916.1800000000,37827.3600000000,220.8391000000,118.1269000000,14.2510100000,11.3693200000,93.8826300000,8821863.0000000000,5675603.0000000000,0.1051519000,121.9089000000,15.8751200000,52732.1900000000,38034.9900000000,177239.9000000000,125952.8000000000,130998.9000000000,2.0000000000,0.9908333000
2035,85.6138100000,-3.4398860000,9.5441870000,106195.8000000000,1.4397760000,478.1372000000,3.7504010000,1165439.0000000000,0.0927072000,0.1967257000,1.4589040000,0.0305640000,7.2929480000,0.8017476000,0.9997527000,0.6500000000,6330010.0000000000,100845.2000000000,100845.5000000000,781795.2000000000,781798.3000000000,1573073.0000000000,1573080.0000000000,28696.5600000000,30.7957900000,0.0341637000,0.5613247000,-16898.0300000000,-16898.4400000000,-1.2315420000,-1.2315420000,216205.3000000000,780974.5000000000,0.5120000000,14438130.0000000000,12416290.0000000000,48.2345300000,34.3989500000,3.8123850000,492591.3000000000,-840936.3000000000,-3.2668460000,-3.1178460000,1096374.0000000000,311786.7000000000,0.0125783000,0.0347077000,2.5802980000,1.9493310000,1285114.0000000000,2.9265820000,4.6208330000,2338198.0000000000,2173713.0000000000,0.1199021000,3623311.0000000000,44763260.0000000000,24695090.0000000000,0.4665951000,59594.5800000000,0.2997820000,58097.6600000000,27819.6900000000,0.0000000000,0.8426044000,7.9576860000,1.7360300000,807.3831000000,23169100.0000000000,615.0756000000,13345990.0000000000,1024204.0000000000,2357499.0000000000,1.7367850000,0.0358104000,0.0279885000,7.9778550000,9300159.0000000000,13.3285500000,10.9686100000,25.8306200000,15.6235700000,106296.1000000000,70726.6200000000,29.9279900000,318.0807000000,12571180.0000000000,1.2444390000,1.0051500000,14.8548300000,936768.4000000000,5489074.0000000000,1619.7190000000,7223263.0000000000,-174253.4000000000,0.6299295000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,540834.1000000000,0.0378817000,4.0629910000,0.0179302000,0.0547453000,2.5118090000,2.4748720000,8.9139040000,2203.0130000000,1.3690920000,1.3609230000,863.7929000000,24787850.0000000000,630.9237000000,13689480.0000000000,22.8116300000,1.8554240000,897.0257000000,25741530.0000000000,639.4129000000,13873700.0000000000,577.4325000000,12528870.0000000000,45288.1500000000,221.5832000000,129495.3000000000,743.0517000000,172.6591000000,1.8016160000,0.0000000000,54730.3700000000,39080.0700000000,224.8846000000,121.4530000000,14.6268700000,11.6589600000,96.3494400000,8887524.0000000000,5709579.0000000000,0.1077407000,123.9249000000,15.8942700000,55525.2900000000,39247.3300000000,186023.9000000000,129662.3000000000,135126.1000000000,2.0000000000,0.9908333000
2036,93.8876300000,-3.1901960000,9.7648820000,111614.4000000000,1.4685560000,493.8459000000,3.8664700000,1260572.0000000000,0.0927072000,0.1967257000,1.4880700000,0.0311297000,7.5188990000,0.7963003000,1.0151340000,0.6500000000,6814057.0000000000,108587.0000000000,108587.7000000000,841817.1000000000,841820.4000000000,1704845.0000000000,1704852.0000000000,28949.1600000000,30.7957900000,0.0341637000,0.5787189000,-17606.8300000000,-17607.2500000000,-1.2315420000,-1.2315420000,226218.2000000000,812538.9000000000,0.5120000000,15164560.0000000000,13309040.0000000000,47.8156200000,34.3989200000,3.8123840000,527015.1000000000,-892731.0000000000,-3.2073290000,-3.0619540000,1180549.0000000000,332744.6000000000,0.0125783000,0.0275033000,2.2431090000,2.0054700000,1355729.0000000000,2.8802530000,4.6208330000,2426864.0000000000,2342445.0000000000,0.1199021000,3782593.0000000000,47152420.0000000000,25671110.0000000000,0.4665951000,59632.9000000000,0.3007451000,58126.1700000000,27833.3600000000,0.0000000000,0.8426036000,7.9576660000,1.7867090000,850.8359000000,24630950.0000000000,635.3362000000,13785660.0000000000,1093303.0000000000,2538486.0000000000,1.7906780000,0.0358104000,0.0279885000,8.1979110000,9741524.0000000000,13.6824300000,11.2490000000,25.5746100000,16.0327100000,106637.6000000000,70772.1700000000,30.6579700000,318.0789000000,13597370.0000000000,1.2830310000,1.0050030000,14.8549000000,987229.0000000000,5921326.0000000000,1706.7560000000,7578860.0000000000,-165362.2000000000,0.6299292000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,594695.8000000000,0.0385490000,4.1016540000,0.0180398000,0.0547453000,2.5266540000,2.4894980000,9.0272460000,2276.3120000000,1.3967000000,1.3881310000,913.8116000000,26454050.0000000000,654.2645000000,14195920.0000000000,23.6844500000,1.9088590000,961.4824000000,27834060.0000000000,672.0378000000,14581570.0000000000,604.3569000000,13113070.0000000000,46145.7200000000,225.8528000000,133413.8000000000,756.4872000000,175.6906000000,1.8483650000,0.0000000000,57708.7200000000,40382.6700000000,228.9830000000,124.8032000000,15.0094900000,11.9570700000,98.8725300000,8952049.0000000000,5742422.0000000000,0.1103683000,125.9608000000,15.9133200000,58479.9700000000,40508.0500000000,195327.7000000000,133538.9000000000,139406.3000000000,2.0000000000,0.9908333000
2037,102.9125000000,-2.9602310000,9.9914810000,117243.7000000000,1.4979130000,509.6602000000,3.9833060000,1362121.0000000000,0.0927072000,0.1967257000,1.5178200000,0.0316882000,7.7463720000,0.7911574000,1.0305140000,0.6500000000,7331948.0000000000,116878.5000000000,116879.1000000000,906095.0000000000,906098.2000000000,1846482.0000000000,1846489.0000000000,29191.2400000000,30.7957900000,0.0341637000,0.5962340000,-18322.6200000000,-18323.1400000000,-1.2315420000,-1.2315420000,236553.0000000000,845481.3000000000,0.5120000000,15919060.0000000000,14258610.0000000000,47.4227200000,34.3988400000,3.8123780000,563451.6000000000,-949567.8000000000,-3.1581680000,-3.0088560000,1270689.0000000000,354965.8000000000,0.0125783000,0.0217563000,1.9457650000,2.0623440000,1429701.0000000000,2.8362410000,4.6208330000,2516647.0000000000,2521863.0000000000,0.1199021000,3946349.0000000000,49604580.0000000000,26688240.0000000000,0.4665951000,59657.0000000000,0.3016413000,58140.8800000000,27840.3700000000,0.0000000000,0.8426029000,7.9576490000,1.8380540000,896.4987000000,26169900.0000000000,656.1722000000,14237810.0000000000,1166738.0000000000,2732306.0000000000,1.8449360000,0.0358105000,0.0279885000,8.4204320000,10198450.0000000000,14.0419000000,11.5349500000,25.3145500000,16.4509900000,106955.4000000000,70800.8300000000,31.4025600000,318.0770000000,14692740.0000000000,1.3218950000,1.0048610000,14.8550300000,1039735.0000000000,6382380.0000000000,1797.3110000000,7946543.0000000000,-157021.7000000000,0.6299286000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,652713.2000000000,0.0392002000,4.1404870000,0.0181187000,0.0547453000,2.5413680000,2.5039910000,9.1373150000,2352.0430000000,1.4248630000,1.4158860000,966.7533000000,28220690.0000000000,678.4882000000,14721540.0000000000,24.5843500000,1.9629870000,1030.0020000000,30067030.0000000000,705.9319000000,15316980.0000000000,632.5627000000,13725070.0000000000,47009.3600000000,230.0974000000,137445.3000000000,770.0500000000,178.7976000000,1.8959570000,0.0000000000,60842.0700000000,41724.1600000000,233.1422000000,128.1907000000,15.3989900000,12.2610400000,101.4518000000,9015438.0000000000,5774414.0000000000,0.1130487000,128.0130000000,15.9322800000,61585.4900000000,41804.8800000000,205089.7000000000,137526.4000000000,143810.1000000000,2.0000000000,0.9908333000
2038,112.5105000000,-2.7487830000,10.2038100000,123069.2000000000,1.5278570000,525.5658000000,4.1008630000,1470197.0000000000,0.0927072000,0.1967257000,1.5481590000,0.0322404000,7.9751280000,0.7863002000,1.0458950000,0.6500000000,7880191.0000000000,125664.6000000000,125664.8000000000,974206.7000000000,974209.6000000000,1997249.0000000000,1997256.0000000000,29423.1400000000,30.7957900000,0.0341637000,0.6138389000,-19044.5300000000,-19045.0400000000,-1.2315420000,-1.2315420000,247207.4000000000,878939.5000000000,0.5120000000,16699690.0000000000,15265920.0000000000,47.0548600000,34.3988200000,3.8123750000,602091.4000000000,-1007323.0000000000,-3.1049200000,-2.9584130000,1366208.0000000000,378408.4000000000,0.0125783000,0.0171956000,1.6851360000,2.1199720000,1505919.0000000000,2.7944290000,4.6208330000,2611743.0000000000,2712179.0000000000,0.1199021000,4117666.0000000000,52122970.0000000000,27747270.0000000000,0.4665951000,59668.5600000000,0.3024785000,58143.5100000000,27841.6200000000,0.0000000000,0.8426022000,7.9576310000,1.8900910000,944.4108000000,27787490.0000000000,677.5491000000,14701690.0000000000,1243294.0000000000,2937684.0000000000,1.8994600000,0.0358105000,0.0279885000,8.6445840000,10669960.0000000000,14.4063100000,11.8291100000,25.0504000000,16.8785700000,107252.2000000000,70814.6000000000,32.1591100000,318.0752000000,15858490.0000000000,1.3609670000,1.0047240000,14.8551000000,1094346.0000000000,6872867.0000000000,1891.5110000000,8327343.0000000000,-149219.1000000000,0.6299281000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,715821.0000000000,0.0398694000,4.1794350000,0.0181731000,0.0547453000,2.5558950000,2.5183080000,9.2442440000,2429.9480000000,1.4535890000,1.4441940000,1022.4780000000,30084440.0000000000,703.4147000000,15262390.0000000000,25.5086700000,2.0178360000,1102.6320000000,32442840.0000000000,741.0078000000,16078050.0000000000,661.6240000000,14355640.0000000000,47878.7000000000,234.3207000000,141594.8000000000,783.7276000000,181.9688000000,1.9444090000,0.0000000000,64131.9300000000,43101.3400000000,237.3623000000,131.6034000000,15.7954800000,12.5736600000,104.0889000000,9077694.0000000000,5805559.0000000000,0.1157723000,130.0753000000,15.9511600000,64842.4800000000,43134.4400000000,215333.1000000000,141628.0000000000,148328.6000000000,2.0000000000,0.9908333000
2039,122.7237000000,-2.5540950000,10.4038700000,129097.3000000000,1.5584000000,541.5602000000,4.2190810000,1585156.0000000000,0.0927072000,0.1967257000,1.5791110000,0.0327856000,8.2051730000,0.7817112000,1.0612760000,0.6500000000,8460871.0000000000,134972.5000000000,134972.8000000000,1046367.0000000000,1046369.0000000000,2157713.0000000000,2157720.0000000000,29645.2000000000,30.7957900000,0.0341637000,0.6315432000,-19772.2200000000,-19772.7500000000,-1.2315420000,-1.2315420000,258189.6000000000,913180.0000000000,0.5120000000,17507240.0000000000,16333130.0000000000,46.7070000000,34.3987900000,3.8123740000,642968.9000000000,-1067170.0000000000,-3.0517350000,-2.9104930000,1467401.0000000000,403133.7000000000,0.0125783000,0.0135824000,1.4573270000,2.1783660000,1584480.0000000000,2.7547070000,4.6208330000,2712344.0000000000,2913861.0000000000,0.1199021000,4296827.0000000000,54710900.0000000000,28849020.0000000000,0.4665951000,59669.3800000000,0.3032656000,58135.6800000000,27837.9000000000,0.0000000000,0.8426016000,7.9576130000,1.9428230000,994.6778000000,29487390.0000000000,699.4798000000,15177590.0000000000,1323584.0000000000,3155268.0000000000,1.9542820000,0.0358105000,0.0279885000,8.8706500000,11156110.0000000000,14.7759200000,12.1311600000,24.7821600000,17.3155800000,107531.3000000000,70815.6700000000,32.9276300000,318.0738000000,17098520.0000000000,1.4002660000,1.0045920000,14.8551700000,1151116.0000000000,7393702.0000000000,1989.4610000000,8720776.0000000000,-141909.7000000000,0.6299277000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,783742.0000000000,0.0405263000,4.2184580000,0.0182077000,0.0547453000,2.5703080000,2.5325100000,9.3481180000,2510.0690000000,1.4828920000,1.4730690000,1081.1250000000,32050150.0000000000,729.0655000000,15818960.0000000000,26.4569800000,2.0734160000,1179.5940000000,34969300.0000000000,777.3033000000,16865570.0000000000,691.5787000000,15005580.0000000000,48753.2300000000,238.5231000000,145863.6000000000,797.5086000000,185.2025000000,1.9937390000,0.0000000000,67585.7000000000,44515.0100000000,241.6357000000,135.0449000000,16.1991400000,12.8947200000,106.7836000000,9138829.0000000000,5835869.0000000000,0.1185392000,132.1479000000,15.9699500000,68257.8900000000,44497.3400000000,226080.1000000000,145845.8000000000,152964.9000000000,2.0000000000,0.9908333000
