OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT
2022,29.263620000,-11.005310000,9.446667000,49015.440000000,1.113084000,277.603300000,2.270806000,337108.500000000,0.092707200,0.196725700,1.127851000,0.022343500,4.407619000,0.934010700,0.799802200,0.650000000,1944486.000000000,30768.970000000,30769.030000000,238534.700000000,238535.100000000,430155.400000000,430155.800000000,24105.460000000,30.795790000,0.034163700,0.338905600,-8241.160000000,-8241.172000000,-1.231542000,-1.231542000,81688.940000000,400967.600000000,0.512000000,6748359.000000000,4481612.000000000,60.016480000,34.399560000,3.721971000,173208.100000000,-411892.400000000,-5.515939000,-5.515945000,223444.600000000,113829.600000000,0.012578300,0.946712600,16.306880000,1.260786000,553186.600000000,3.805000000,3.716256000,1249159.000000000,650218.800000000,0.119902100,1802346.000000000,18798380.000000000,15907200.000000000,0.466595100,57072.460000000,0.279074100,55757.440000000,26699.080000000,0.000000000,0.842608000,7.505616000,1.123568000,354.375900000,8542391.000000000,350.402900000,7602903.000000000,352492.000000000,719328.300000000,1.046211000,0.035810100,0.027988500,5.079310000,4301240.000000000,8.941775000,7.965570000,28.780540000,10.985090000,98953.540000000,67733.110000000,21.267750000,318.102600000,3636271.000000000,0.751692700,1.015050000,14.852900000,463364.700000000,1532594.000000000,1000.000000000,3276605.000000000,-214681.500000000,0.629942200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,133539.900000000,0.032280100,3.647776000,0.005562590,0.054745300,2.304182000,2.270297000,6.541379000,1420.387000000,1.055598000,1.052090000,375.422700000,9049723.000000000,355.649300000,7716725.000000000,12.412030000,1.166093000,309.777100000,7467310.000000000,295.134800000,6403694.000000000,280.344900000,6082802.000000000,34474.690000000,160.652000000,88988.850000000,578.605300000,140.650800000,1.250744000,0.000000000,26945.750000000,25041.530000000,177.964000000,77.326290000,10.089290000,8.466946000,67.744120000,7953953.000000000,5180682.000000000,0.076563700,99.338250000,15.640500000,27605.050000000,25392.320000000,99650.860000000,89339.640000000,89838.290000000,2.000000000,0.086255760
2023,23.244630000,-9.922401000,6.831033000,52422.020000000,1.135346000,290.558100000,2.366305000,376313.400000000,0.092707200,0.196725700,1.150408000,0.023021800,4.594046000,0.914122500,0.815183000,0.650000000,2173054.000000000,34307.780000000,34307.780000000,265969.100000000,265969.100000000,485582.200000000,485582.200000000,24553.990000000,30.795790000,0.034163700,0.353288800,-8786.261000000,-8786.264000000,-1.231542000,-1.231542000,93024.080000000,425420.200000000,0.512000000,7211709.000000000,4953678.000000000,59.288230000,34.399490000,3.722852000,192907.200000000,-427797.800000000,-5.120116000,-5.120116000,262292.200000000,126596.600000000,0.012578300,0.650100500,13.443570000,1.311217000,592481.900000000,3.714750000,3.725000000,1417613.000000000,745344.600000000,0.119902100,2010095.000000000,20375700.000000000,16415120.000000000,0.466595100,57296.160000000,0.281175400,55966.230000000,26799.090000000,0.000000000,0.842608000,7.509994000,1.167766000,396.738800000,9741534.000000000,384.468300000,8342041.000000000,392232.400000000,802058.700000000,1.090930000,0.035810100,0.027988500,5.299172000,4740854.000000000,9.267890000,8.169630000,28.575400000,11.311380000,99698.630000000,67998.590000000,21.909970000,318.103800000,4059160.000000000,0.783520200,1.010339000,14.853120000,491173.700000000,1745256.000000000,1000.000000000,3528846.000000000,-243631.400000000,0.629940800,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,149468.500000000,0.032280100,3.665181000,0.008120470,0.054745300,2.321116000,2.286981000,6.720434000,1472.274000000,1.076995000,1.073132000,409.902300000,10064740.000000000,380.598200000,8258054.000000000,13.420760000,1.219965000,340.280200000,8355243.000000000,315.646000000,6848751.000000000,298.784000000,6482887.000000000,35259.490000000,165.476900000,91560.020000000,590.284800000,142.631100000,1.290357000,0.000000000,28628.320000000,26071.070000000,181.090800000,80.673390000,10.417850000,8.683854000,69.756290000,8031800.000000000,5228025.000000000,0.078875700,101.086100000,15.659240000,29399.070000000,26494.600000000,104910.300000000,91983.530000000,92649.400000000,2.000000000,0.095000000
2024,24.688040000,-8.919656000,6.588863000,55997.880000000,1.158053000,304.439300000,2.468661000,422073.000000000,0.092707200,0.196725700,1.173416000,0.023644800,4.793800000,0.896684900,0.830563800,0.650000000,2434551.000000000,38415.540000000,38415.480000000,297814.300000000,297813.900000000,550263.300000000,550262.900000000,24997.330000000,30.795790000,0.034163700,0.368695100,-9372.233000000,-9372.242000000,-1.231542000,-1.231542000,106375.400000000,452642.100000000,0.512000000,7695719.000000000,5442928.000000000,58.111640000,34.399400000,3.723887000,213199.400000000,-438805.100000000,-4.684918000,-4.684930000,338619.700000000,138983.400000000,0.012578300,0.496313900,11.667200000,1.363666000,633371.300000000,3.629012000,3.735417000,1526267.000000000,831065.900000000,0.119902100,2159639.000000000,22053560.000000000,16919080.000000000,0.466595100,57499.800000000,0.283193200,56155.530000000,26889.740000000,0.000000000,0.842608000,7.515196000,1.213005000,429.226500000,10729550.000000000,407.666400000,8845383.000000000,436773.300000000,898090.400000000,1.138816000,0.035810100,0.027988500,5.519750000,5082794.000000000,9.594570000,8.377920000,28.367370000,11.639710000,100414.100000000,68240.270000000,22.546500000,318.102600000,4552752.000000000,0.817626500,1.007220000,14.853400000,520071.300000000,1995745.000000000,1000.000000000,3791614.000000000,-262306.400000000,0.629939100,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,166995.400000000,0.032280100,3.687091000,0.010222600,0.054745300,2.337847000,2.303466000,6.889327000,1528.161000000,1.098806000,1.094589000,442.029200000,11049560.000000000,402.281900000,8728539.000000000,14.170600000,1.280263000,374.693000000,9366329.000000000,337.177200000,7315925.000000000,318.800500000,6917195.000000000,35996.000000000,170.224200000,94153.550000000,600.986200000,144.301600000,1.331344000,0.000000000,30294.600000000,27032.580000000,183.873200000,84.031450000,10.748200000,8.905257000,71.781040000,8108605.000000000,5274625.000000000,0.081167200,102.587000000,15.678580000,31110.240000000,27474.280000000,110233.800000000,94595.260000000,95601.930000000,2.000000000,0.105416667
2025,26.325950000,-8.052923000,6.403289000,59710.540000000,1.181214000,320.249100000,2.585222000,471583.600000000,0.092707200,0.196725700,1.196878000,0.024349500,5.021324000,0.882007800,0.845944600,0.650000000,2711194.000000000,42916.210000000,42916.210000000,332705.500000000,332705.500000000,621939.700000000,621939.700000000,25442.700000000,30.795790000,0.034163700,0.386242700,-10034.590000000,-10034.590000000,-1.231542000,-1.231542000,121159.400000000,482207.500000000,0.512000000,8199658.000000000,5954279.000000000,56.922730000,34.399300000,3.763477000,233271.100000000,-438081.800000000,-4.188045000,-4.188057000,426282.200000000,152627.600000000,0.012578300,0.381060700,10.132110000,1.418212000,676332.900000000,3.547562000,4.131250000,1634011.000000000,923803.500000000,0.119902100,2310344.000000000,23826910.000000000,17433750.000000000,0.466595100,57687.580000000,0.285146900,56329.350000000,26972.950000000,0.000000000,0.842608000,7.713125000,1.259703000,464.127300000,11808620.000000000,432.035600000,9374135.000000000,477055.900000000,1003312.000000000,1.193371000,0.035810100,0.027988500,5.754162000,5432653.000000000,9.935591000,8.589550000,28.157840000,11.976800000,101106.800000000,68463.060000000,23.187700000,318.104400000,5086812.000000000,0.856483200,1.006636000,14.853710000,549038.200000000,2273112.000000000,1000.000000000,4076419.000000000,-280823.000000000,0.629937200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,186687.500000000,0.032280100,3.712703000,0.011950900,0.054745300,2.354427000,2.319803000,7.274935000,1585.869000000,1.121056000,1.116480000,476.926500000,12134310.000000000,425.426700000,9230724.000000000,14.925930000,1.340892000,411.132100000,10460260.000000000,359.532600000,7800970.000000000,340.047400000,7378202.000000000,36847.850000000,175.386200000,96797.230000000,613.638000000,146.501800000,1.373315000,0.000000000,32053.970000000,28026.360000000,187.330600000,87.600080000,11.090090000,9.130207000,73.859940000,8184437.000000000,5320529.000000000,0.083475400,104.419500000,15.698420000,32908.710000000,28480.160000000,115345.100000000,97251.040000000,98708.690000000,2.000000000,0.501250000
2026,28.337970000,-7.275308000,6.285214000,63657.410000000,1.204838000,336.992400000,2.708711000,526661.000000000,0.092707200,0.196725700,1.220816000,0.025057800,5.262262000,0.868339500,0.861325400,0.650000000,3017043.000000000,47914.910000000,47915.090000000,371457.700000000,371458.900000000,701348.400000000,701350.400000000,25895.990000000,30.795790000,0.034163700,0.404821700,-10747.360000000,-10747.360000000,-1.231542000,-1.231542000,137327.200000000,513958.700000000,0.512000000,8735615.000000000,6475625.000000000,55.462570000,34.399220000,3.812429000,254917.600000000,-440600.500000000,-3.773669000,-3.773657000,520925.000000000,167701.800000000,0.012578300,0.292335400,8.775812000,1.474941000,721716.000000000,3.470184000,4.620833000,1744925.000000000,1025395.000000000,0.119902100,2466641.000000000,25696500.000000000,17974180.000000000,0.466595100,57925.190000000,0.287041600,56551.880000000,27079.500000000,0.000000000,0.842608000,7.957911000,1.308219000,501.605400000,12989620.000000000,457.619200000,9929237.000000000,521229.900000000,1120172.000000000,1.251096000,0.035810100,0.027988500,5.989472000,5798157.000000000,10.281450000,8.809979000,27.945430000,12.327180000,101778.600000000,68745.050000000,23.844020000,318.103200000,5680909.000000000,0.897631900,1.006773000,14.853980000,579086.100000000,2576443.000000000,1000.000000000,4371477.000000000,-299884.100000000,0.629935500,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,208175.700000000,0.032280100,3.741367000,0.013373100,0.054745300,2.370802000,2.335937000,7.708074000,1645.513000000,1.143767000,1.138816000,514.857100000,13332740.000000000,450.141600000,9766979.000000000,15.705110000,1.403900000,450.867400000,11675690.000000000,383.297100000,8316615.000000000,362.617500000,7867917.000000000,37724.230000000,180.600500000,99486.530000000,626.713900000,148.840100000,1.416132000,0.000000000,33914.590000000,29055.220000000,190.959200000,91.182390000,11.440110000,9.364510000,76.020740000,8259277.000000000,5364223.000000000,0.085838200,106.314100000,15.718690000,34800.660000000,29513.940000000,120536.300000000,99945.310000000,101940.500000000,2.000000000,0.990833333
2027,33.219230000,-6.613389000,6.754791000,68093.030000000,1.228935000,352.858900000,2.825699000,582980.900000000,0.092707200,0.196725700,1.245232000,0.025720900,5.490610000,0.859010400,0.876706200,0.650000000,3304211.000000000,52375.120000000,52375.390000000,406035.800000000,406037.300000000,774095.400000000,774098.200000000,26257.680000000,30.795790000,0.034163700,0.422434300,-11410.590000000,-11410.650000000,-1.231542000,-1.231542000,145554.300000000,543515.000000000,0.512000000,9329094.000000000,6956736.000000000,53.872990000,34.399180000,3.812429000,277516.100000000,-481110.700000000,-3.725722000,-3.684974000,569416.800000000,180188.800000000,0.012578300,0.229665600,7.685606000,1.525034000,776094.300000000,3.396675000,4.620833000,1827738.000000000,1124038.000000000,0.119902100,2603833.000000000,27639420.000000000,18547390.000000000,0.466595100,58146.810000000,0.288866700,56758.830000000,27178.620000000,0.000000000,0.842608000,7.957884000,1.353456000,529.042300000,13891460.000000000,473.032800000,10263710.000000000,569747.400000000,1224443.000000000,1.305832000,0.035810100,0.027988500,6.227150000,6147185.000000000,10.632340000,9.037090000,27.727560000,12.687390000,102425.800000000,69008.140000000,24.511230000,318.100800000,6288409.000000000,0.936641500,1.006533000,14.854010000,611899.000000000,2823102.000000000,1056.399000000,4675176.000000000,-278988.200000000,0.629935300,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,231278.400000000,0.032280100,3.772399000,0.014480300,0.054745300,2.387017000,2.351913000,7.862173000,1698.668000000,1.166930000,1.161586000,545.571300000,14325470.000000000,467.526000000,10144200.000000000,16.433600000,1.451573000,491.787500000,12913220.000000000,410.001600000,8896027.000000000,383.350900000,8317778.000000000,38563.820000000,185.528200000,102485.600000000,639.339500000,151.144400000,1.456022000,0.000000000,35769.380000000,30024.840000000,194.476800000,94.800700000,11.797120000,9.605916000,78.242100000,8333078.000000000,5407154.000000000,0.088240100,108.189400000,15.738630000,36653.540000000,30457.900000000,126534.900000000,102918.900000000,105171.700000000,2.000000000,
2028,38.372190000,-6.055934000,7.197736000,72387.370000000,1.253505000,368.477800000,2.940895000,640672.900000000,0.092707200,0.196725700,1.270136000,0.026366800,5.715361000,0.850268100,0.892087000,0.650000000,3609167.000000000,57171.370000000,57171.720000000,443218.700000000,443220.500000000,852915.600000000,852919.300000000,26606.160000000,30.795790000,0.034163700,0.439765900,-12073.800000000,-12073.920000000,-1.231542000,-1.231542000,153597.900000000,573481.500000000,0.512000000,9904929.000000000,7483000.000000000,52.756200000,34.399150000,3.812422000,298684.300000000,-526265.100000000,-3.710242000,-3.600725000,621561.700000000,193479.700000000,0.012578300,0.181423100,6.740334000,1.575757000,832830.200000000,3.326841000,4.620833000,1884748.000000000,1228275.000000000,0.119902100,2717578.000000000,29628240.000000000,19158040.000000000,0.466595100,58349.860000000,0.290608200,56947.530000000,27268.910000000,0.000000000,0.842608000,7.957855000,1.399150000,557.998800000,14846170.000000000,489.031200000,10610870.000000000,620611.200000000,1336567.000000000,1.359677000,0.035810100,0.027988500,6.447318000,6500997.000000000,10.958400000,9.249082000,27.505120000,13.023010000,103043.300000000,69249.110000000,25.139530000,318.097700000,6910712.000000000,0.975025200,1.006337000,14.854150000,646108.400000000,3082903.000000000,1115.767000000,4982338.000000000,-261391.400000000,0.629934200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,256273.700000000,0.032462600,3.805301000,0.015351100,0.054745300,2.403376000,2.368031000,8.010330000,1754.167000000,1.190479000,1.184818000,578.142800000,15382160.000000000,485.639000000,10537200.000000000,17.163500000,1.499858000,533.114800000,14184110.000000000,435.855500000,9456997.000000000,404.982900000,8787141.000000000,39399.700000000,190.346800000,105519.600000000,651.992900000,153.512800000,1.496611000,0.000000000,37727.890000000,31034.520000000,198.040500000,98.152520000,12.129710000,9.831248000,80.311930000,8405863.000000000,5449338.000000000,0.090502000,110.092700000,15.758420000,38607.870000000,31439.910000000,132758.500000000,105925.400000000,108531.400000000,2.000000000,
2029,43.782830000,-5.566635000,7.600779000,76700.330000000,1.278568000,383.920600000,3.054812000,701208.200000000,0.092707200,0.196725700,1.295531000,0.027000200,5.937566000,0.842041700,0.907467800,0.650000000,3932877.000000000,62287.180000000,62287.520000000,482878.600000000,482880.500000000,937580.400000000,937583.900000000,26941.520000000,30.795790000,0.034163700,0.456898500,-12738.390000000,-12738.570000000,-1.231542000,-1.231542000,161860.700000000,602734.400000000,0.512000000,10483700.000000000,8055539.000000000,51.907170000,34.399110000,3.812416000,321697.900000000,-572536.700000000,-3.689232000,-3.520689000,677179.900000000,207589.000000000,0.012578300,0.143546900,5.907744000,1.627128000,891334.100000000,3.260499000,4.620833000,1934006.000000000,1339118.000000000,0.119902100,2825338.000000000,31653600.000000000,19808870.000000000,0.466595100,58530.420000000,0.292246300,57114.300000000,27348.770000000,0.000000000,0.842607400,7.957831000,1.445434000,588.540800000,15856140.000000000,505.573100000,10969810.000000000,672272.200000000,1456159.000000000,1.412888000,0.035810100,0.027988500,6.667188000,6863908.000000000,11.287460000,9.468498000,27.278220000,13.366780000,103624.100000000,69463.400000000,25.784610000,318.095200000,7563686.000000000,1.012970000,1.006150000,14.854320000,681849.400000000,3360339.000000000,1178.085000000,5280033.000000000,-245816.100000000,0.629933200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,284942.700000000,0.032952600,3.839670000,0.016037100,0.054745300,2.419472000,2.383891000,8.153205000,1811.882000000,1.214496000,1.208508000,612.581700000,16503870.000000000,504.391400000,10944050.000000000,17.906310000,1.548755000,576.030800000,15519130.000000000,461.822700000,10020440.000000000,427.288700000,9271125.000000000,40236.250000000,195.083100000,108635.700000000,664.730800000,155.958200000,1.537913000,0.000000000,39797.590000000,32081.630000000,201.664700000,101.500000000,12.468030000,10.064490000,82.432090000,8477661.000000000,5490794.000000000,0.092824400,112.024000000,15.778090000,40670.630000000,32457.030000000,139281.500000000,109011.100000000,112010.600000000,2.000000000,
2030,49.459090000,-5.129335000,7.963300000,81097.690000000,1.304126000,399.166300000,3.167288000,765319.700000000,0.092707200,0.196725700,1.321433000,0.027622000,6.156927000,0.834295700,0.922848700,0.650000000,4275156.000000000,67723.980000000,67724.340000000,525027.200000000,525029.200000000,1028116.000000000,1028121.000000000,27264.140000000,30.795790000,0.034163700,0.473810400,-13402.840000000,-13403.070000000,-1.231542000,-1.231542000,170357.700000000,631120.200000000,0.512000000,11073990.000000000,8673325.000000000,51.220210000,34.399040000,3.812410000,346601.200000000,-617787.400000000,-3.648334000,-3.444655000,736288.000000000,222538.400000000,0.012578300,0.113683600,5.173278000,1.679148000,951397.900000000,3.197474000,4.620833000,1983833.000000000,1456922.000000000,0.119902100,2935229.000000000,33714510.000000000,20501370.000000000,0.466595100,58685.920000000,0.293767600,57256.760000000,27417.030000000,0.000000000,0.842607400,7.957803000,1.492315000,620.715100000,16923230.000000000,522.644500000,11340250.000000000,724430.600000000,1583256.000000000,1.465399000,0.035810200,0.027988500,6.887076000,7236374.000000000,11.619890000,9.695429000,27.046840000,13.719060000,104163.500000000,69648.010000000,26.444550000,318.092800000,8255237.000000000,1.050429000,1.005971000,14.854510000,719176.100000000,3657369.000000000,1243.368000000,5577402.000000000,-231722.400000000,0.629932000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,318102.900000000,0.033706400,3.875199000,0.016577000,0.054745300,2.435308000,2.399494000,8.291162000,1871.757000000,1.238993000,1.232671000,648.925600000,17692370.000000000,523.751600000,11364150.000000000,18.664240000,1.598267000,621.087900000,16933410.000000000,488.298800000,10594880.000000000,450.189800000,9768024.000000000,41074.990000000,199.750400000,111852.700000000,677.568100000,158.482100000,1.579950000,0.000000000,41981.690000000,33164.890000000,205.352800000,104.847200000,12.812300000,10.305670000,84.604390000,8548487.000000000,5531537.000000000,0.095200300,113.982200000,15.797680000,42844.640000000,33507.800000000,146139.800000000,112195.600000000,115605.600000000,2.000000000,
2031,55.992610000,-4.723669000,8.357507000,85784.390000000,1.330194000,414.809200000,3.282723000,835227.200000000,0.092707200,0.196725700,1.347851000,0.028225900,6.381986000,0.826999100,0.938229500,0.650000000,4641038.000000000,73607.720000000,73608.100000000,570640.400000000,570642.600000000,1124326.000000000,1124331.000000000,27574.300000000,30.795790000,0.034163700,0.491158500,-14086.560000000,-14086.830000000,-1.231542000,-1.231542000,179032.200000000,660028.400000000,0.512000000,11702420.000000000,9334391.000000000,50.527540000,34.398990000,3.812408000,372895.900000000,-661063.300000000,-3.578371000,-3.372422000,800255.300000000,238445.900000000,0.012578300,0.089608900,4.511542000,1.731826000,1014934.000000000,3.137600000,4.620833000,2039321.000000000,1583691.000000000,0.119902100,3054259.000000000,35817110.000000000,21242920.000000000,0.466595100,58908.230000000,0.295168900,57464.420000000,27516.460000000,0.000000000,0.842606800,7.957780000,1.539802000,654.303400000,18041950.000000000,540.008500000,11717030.000000000,778768.400000000,1720799.000000000,1.519245000,0.035810200,0.027988500,7.107292000,7626767.000000000,11.955880000,9.929911000,26.811800000,14.079820000,104660.400000000,69911.860000000,27.118550000,318.090100000,9009305.000000000,1.088858000,1.005797000,14.854580000,759091.600000000,3979976.000000000,1312.303000000,5886445.000000000,-218330.300000000,0.629931500,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,356097.300000000,0.034617300,3.911632000,0.016998400,0.054745300,2.450939000,2.414897000,8.423727000,1933.501000000,1.263983000,1.257317000,687.490700000,18957040.000000000,543.907500000,11801460.000000000,19.456520000,1.648404000,669.967800000,18473850.000000000,516.516800000,11207130.000000000,474.415600000,10293670.000000000,41907.030000000,204.217900000,115169.600000000,690.405800000,161.139000000,1.622726000,0.000000000,44268.500000000,34271.730000000,209.110700000,108.199600000,13.162570000,10.554910000,86.829270000,8618349.000000000,5568725.000000000,0.097626400,115.938100000,15.817150000,45127.250000000,34586.470000000,153354.800000000,115483.800000000,119266.300000000,2.000000000,
2032,62.701120000,-4.357305000,8.688753000,90607.860000000,1.356782000,430.501200000,3.398575000,909667.400000000,0.092707200,0.196725700,1.374797000,0.028822800,6.607730000,0.820120800,0.953610300,0.650000000,5025375.000000000,79805.900000000,79806.260000000,618691.500000000,618693.600000000,1226019.000000000,1226024.000000000,27872.300000000,30.795790000,0.034163700,0.508551100,-14777.460000000,-14777.750000000,-1.231542000,-1.231542000,187926.300000000,688795.400000000,0.512000000,12349220.000000000,10036790.000000000,49.900500000,34.398980000,3.812401000,400300.800000000,-702397.300000000,-3.492149000,-3.303801000,867640.700000000,255272.600000000,0.012578300,0.070714500,3.931685000,1.785172000,1079392.000000000,3.080720000,4.620833000,2104412.000000000,1718093.000000000,0.119902100,3183804.000000000,37968580.000000000,22033280.000000000,0.466595100,59107.640000000,0.296458400,57649.810000000,27605.230000000,0.000000000,0.842606200,7.957758000,1.587912000,689.808700000,19226530.000000000,558.028100000,12108070.000000000,834863.400000000,1865694.000000000,1.573194000,0.035810200,0.027988500,7.324200000,8026765.000000000,12.293220000,10.176970000,26.572620000,14.451820000,105117.600000000,70148.590000000,27.803980000,318.088100000,9812266.000000000,1.127408000,1.005627000,14.854680000,800774.500000000,4322978.000000000,1384.327000000,6205153.000000000,-206053.400000000,0.629930700,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,397770.000000000,0.035538600,3.948764000,0.017328200,0.054745300,2.466378000,2.430108000,8.552171000,1997.751000000,1.289481000,1.282455000,728.137000000,20294830.000000000,564.673800000,12252060.000000000,20.264300000,1.699178000,721.635400000,20113630.000000000,545.558700000,11837290.000000000,498.990900000,10826910.000000000,42745.230000000,208.636400000,118583.300000000,703.392100000,163.890400000,1.666266000,0.000000000,46690.150000000,35423.000000000,212.950100000,111.501900000,13.519030000,10.817520000,89.123270000,8687228.000000000,5605149.000000000,0.100094200,117.915200000,15.836550000,47537.700000000,35704.260000000,160922.500000000,118864.600000000,123069.000000000,2.000000000,
2033,69.846220000,-4.023640000,8.994585000,95609.220000000,1.383897000,446.274600000,3.515047000,989267.800000000,0.092707200,0.196725700,1.402281000,0.029411300,6.834633000,0.813635800,0.968991100,0.650000000,5433966.000000000,86394.700000000,86395.170000000,669771.000000000,669773.800000000,1334400.000000000,1334406.000000000,28158.460000000,30.795790000,0.034163700,0.526031000,-15476.190000000,-15476.540000000,-1.231542000,-1.231542000,197079.900000000,718521.400000000,0.512000000,13019650.000000000,10783040.000000000,49.314040000,34.398960000,3.812396000,429323.700000000,-746236.900000000,-3.412766000,-3.238611000,939274.400000000,273073.500000000,0.012578300,0.055805700,3.421922000,1.839196000,1145818.000000000,3.026684000,4.620833000,2175939.000000000,1860824.000000000,0.119902100,3321757.000000000,40173630.000000000,22872150.000000000,0.466595100,59286.440000000,0.297646900,57815.150000000,27684.370000000,0.000000000,0.842605600,7.957731000,1.636643000,727.109500000,20474270.000000000,576.545500000,12509880.000000000,894356.600000000,2019720.000000000,1.627397000,0.035810300,0.027988500,7.541557000,8438230.000000000,12.634370000,10.432250000,26.329350000,14.833020000,105539.100000000,70360.850000000,28.500850000,318.085300000,10670900.000000000,1.166159000,1.005462000,14.854730000,844275.300000000,4687727.000000000,1459.543000000,6532786.000000000,-194679.500000000,0.629930500,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,442224.600000000,0.036381200,3.986453000,0.017584700,0.054745300,2.481672000,2.445177000,8.676540000,2064.090000000,1.315491000,1.308095000,770.996400000,21710040.000000000,586.089100000,12716700.000000000,21.091630000,1.750597000,776.536500000,21866040.000000000,575.670600000,12490650.000000000,524.319100000,11376440.000000000,43587.960000000,212.996600000,122107.900000000,716.496600000,166.731100000,1.710579000,0.000000000,49237.820000000,36608.310000000,216.861600000,114.810900000,13.881800000,11.088860000,91.474010000,8755084.000000000,5640786.000000000,0.102603000,119.906800000,15.855870000,50071.220000000,36853.880000000,168878.100000000,122353.700000000,126980.000000000,2.000000000,
